f,k0,x,y,Re_U,Im_U
400,7.3919827143289254,1,0,-1131.0344742240268,-72.003459362721713
400,7.3919827143289254,1,0.019999999999999976,-1121.3065976425573,-71.009331428399463
400,7.3919827143289254,1,0.039999999999999952,-1092.2475892906095,-69.01602096515785
400,7.3919827143289254,1,0.059999999999999915,-1044.1597109322445,-65.056120159512915
400,7.3919827143289254,1,0.079999999999999877,-977.56860614387767,-60.133178599261882
400,7.3919827143289254,1,0.099999999999999839,-893.22862926441474,-53.418314137773955
400,7.3919827143289254,1,0.1199999999999998,-792.02641165921386,-45.838692435045758
400,7.3919827143289254,1,0.13999999999999974,-675.11910160760476,-36.64265842154235
400,7.3919827143289254,1,0.1599999999999997,-543.73333452752627,-26.697975597354827
400,7.3919827143289254,1,0.17999999999999966,-399.3618681450406,-15.438191657788465
400,7.3919827143289254,1,0.19999999999999959,-243.53657138870861,-3.5690274048294786
400,7.3919827143289254,1,0.21999999999999953,-78.00877131181133,9.2416409306132739
400,7.3919827143289254,1,0.23999999999999949,95.437824003693493,22.508412528237393
400,7.3919827143289254,1,0.25999999999999951,274.88851934957859,36.309025601177119
400,7.3919827143289254,1,0.27999999999999953,458.38376335526385,50.385165345133267
400,7.3919827143289254,1,0.29999999999999949,643.90039639945041,64.571655137166786
400,7.3919827143289254,1,0.31999999999999951,829.43331222174243,78.846578247731799
400,7.3919827143289254,1,0.33999999999999952,1012.910235980541,92.79408874954359
400,7.3919827143289254,1,0.3599999999999996,1192.3648968823163,106.64129531185127
400,7.3919827143289254,1,0.37999999999999956,1365.7822064691659,119.74632033693818
400,7.3919827143289254,1,0.39999999999999958,1531.3266145850703,132.57000402799704
400,7.3919827143289254,1,0.41999999999999965,1687.0994563132938,144.25519273954521
400,7.3919827143289254,1,0.43999999999999972,1831.4939975531843,155.50068709692997
400,7.3919827143289254,1,0.45999999999999974,1962.8268667690813,165.26471639715825
400,7.3919827143289254,1,0.47999999999999982,2079.7526604236145,174.43979983130521
400,7.3919827143289254,1,0.49999999999999978,2180.9013112727075,181.85854870465784
400,7.3919827143289254,1,0.5199999999999998,2265.2510961363469,188.59812274231103
400,7.3919827143289254,1,0.53999999999999981,2331.8173458513124,193.32039480245288
400,7.3919827143289254,1,0.55999999999999994,2379.9107192211009,197.3291770453676
400,7.3919827143289254,1,0.57999999999999996,2408.9530016264662,199.19849907414203
400,7.3919827143289254,1,0.59999999999999998,2418.6819895718154,200.35899450886933
500,9.239978392911155,1,0,-333.51541984980298,585.96502441242478
500,9.239978392911155,1,0.019999999999999976,-332.44163553894333,581.16555268305217
500,9.239978392911155,1,0.039999999999999952,-330.1682383840984,566.5581527758502
500,9.239978392911155,1,0.059999999999999915,-325.86842622248099,542.47435614878191
500,9.239978392911155,1,0.079999999999999877,-320.3730004955807,509.03033660041388
500,9.239978392911155,1,0.099999999999999839,-312.96765939492224,466.80470781590464
500,9.239978392911155,1,0.1199999999999998,-304.47747797504877,416.03413912466351
500,9.239978392911155,1,0.13999999999999974,-294.24983857393329,357.52674588994705
500,9.239978392911155,1,0.1599999999999997,-283.06236855668715,291.68203772191799
500,9.239978392911155,1,0.17999999999999966,-270.42538362231596,219.47319424096361
500,9.239978392911155,1,0.19999999999999959,-256.98005841644579,141.46634151931792
500,9.239978392911155,1,0.21999999999999953,-242.44919906688168,58.746572085278856
500,9.239978392911155,1,0.23999999999999949,-227.2910944644392,-27.97351140294889
500,9.239978392911155,1,0.25999999999999951,-211.46051802026145,-117.56262489565637
500,9.239978392911155,1,0.27999999999999953,-195.22397779404599,-209.19051565458989
500,9.239978392911155,1,0.29999999999999949,-178.7593213798271,-301.70209576208885
500,9.239978392911155,1,0.31999999999999951,-162.1340971860069,-394.23609597045089
500,9.239978392911155,1,0.33999999999999952,-145.75388246596339,-485.62085008349413
500,9.239978392911155,1,0.3599999999999996,-129.47561535401752,-575.0114394206073
500,9.239978392911155,1,0.37999999999999956,-113.90621454747709,-661.28729383903089
500,9.239978392911155,1,0.39999999999999958,-98.704482587451096,-743.65784718280406
500,9.239978392911155,1,0.41999999999999965,-84.664729098546559,-821.06866943148384
500,9.239978392911155,1,0.43999999999999972,-71.240297224962958,-892.84703782420206
500,9.239978392911155,1,0.45999999999999974,-59.387244730510886,-958.0464924521508
500,9.239978392911155,1,0.47999999999999982,-48.38562498318479,-1016.1148356095441
500,9.239978392911155,1,0.49999999999999978,-39.280856598534129,-1066.2907986981127
500,9.239978392911155,1,0.5199999999999998,-31.189175623651792,-1108.1671198498957
500,9.239978392911155,1,0.53999999999999981,-25.308525500360584,-1141.1689148974135
500,9.239978392911155,1,0.55999999999999994,-20.557907863907161,-1165.0255445321418
500,9.239978392911155,1,0.57999999999999996,-18.142836774786772,-1179.4093808906775
500,9.239978392911155,1,0.59999999999999998,-16.852386780008853,-1184.2708790698339
600,11.087974071493388,1,0,2459.5359163421404,-308.61199259640847
600,11.087974071493388,1,0.019999999999999976,2414.1531489421318,-298.6020590793616
600,11.087974071493388,1,0.039999999999999952,2281.0869805590046,-265.02756830276775
600,11.087974071493388,1,0.059999999999999915,2064.6349322288534,-213.11292987699514
600,11.087974071493388,1,0.079999999999999877,1774.6624757554305,-141.97942957395674
600,11.087974071493388,1,0.099999999999999839,1422.4806741126531,-57.938820158257869
600,11.087974071493388,1,0.1199999999999998,1022.820396509862,37.652351689385647
600,11.087974071493388,1,0.13999999999999974,591.90119809732187,138.09657510135509
600,11.087974071493388,1,0.1599999999999997,147.06243633123228,240.13545029552168
600,11.087974071493388,1,0.17999999999999966,-293.39013608817595,338.05552361325505
600,11.087974071493388,1,0.19999999999999959,-712.43923442046946,427.15549294455309
600,11.087974071493388,1,0.21999999999999953,-1092.8248353820961,503.63692295439631
600,11.087974071493388,1,0.23999999999999949,-1420.6843186404981,562.3129413598582
600,11.087974071493388,1,0.25999999999999951,-1682.7265887106657,601.85099122445706
600,11.087974071493388,1,0.27999999999999953,-1870.6161159789071,617.60705411000072
600,11.087974071493388,1,0.29999999999999949,-1977.1023591212888,610.93250643138015
600,11.087974071493388,1,0.31999999999999951,-2000.8556341267874,578.56691653145117
600,11.087974071493388,1,0.33999999999999952,-1941.8085965281764,524.26471197062767
600,11.087974071493388,1,0.3599999999999996,-1805.7051645737729,446.83180509883096
600,11.087974071493388,1,0.37999999999999956,-1599.6649547005684,351.8529173813767
600,11.087974071493388,1,0.39999999999999958,-1335.3486779461041,240.26544372025134
600,11.087974071493388,1,0.41999999999999965,-1025.8400137754347,118.70994773867947
600,11.087974071493388,1,0.43999999999999972,-686.52757495688911,-9.9975780401224057
600,11.087974071493388,1,0.45999999999999974,-334.1016935337118,-139.23286277971212
600,11.087974071493388,1,0.47999999999999982,15.020427993715572,-264.78385491051648
600,11.087974071493388,1,0.49999999999999978,343.39723261201658,-381.09739093310304
600,11.087974071493388,1,0.5199999999999998,636.58978875344735,-483.45209000507134
600,11.087974071493388,1,0.53999999999999981,879.6254606167463,-568.1238752652331
600,11.087974071493388,1,0.55999999999999994,1062.5229849943164,-630.58516109048503
600,11.087974071493388,1,0.57999999999999996,1175.096120808508,-669.78761843361633
600,11.087974071493388,1,0.59999999999999998,1213.7524371998504,-682.58537986511703
700,12.935969750075618,1,0,261.5705702892223,335.11788184179187
700,12.935969750075618,1,0.019999999999999976,257.19582238979183,326.09134877287579
700,12.935969750075618,1,0.039999999999999952,243.1483756209733,300.53068370054643
700,12.935969750075618,1,0.059999999999999915,221.08727239509989,258.57517149130564
700,12.935969750075618,1,0.079999999999999877,190.93910003374722,202.93301852169054
700,12.935969750075618,1,0.099999999999999839,154.76840075180104,135.37280841066809
700,12.935969750075618,1,0.1199999999999998,113.42855530505807,59.459714796576904
700,12.935969750075618,1,0.13999999999999974,69.062950536604177,-21.851268882661103
700,12.935969750075618,1,0.1599999999999997,23.310601356144733,-104.69660492140581
700,12.935969750075618,1,0.17999999999999966,-22.093651214136745,-185.43585575310061
700,12.935969750075618,1,0.19999999999999959,-64.903430117278134,-260.5826826863381
700,12.935969750075618,1,0.21999999999999953,-104.10809083813703,-326.47354672890896
700,12.935969750075618,1,0.23999999999999949,-137.23412608919671,-380.56839195354831
700,12.935969750075618,1,0.25999999999999951,-164.15701043692818,-419.85036846270162
700,12.935969750075618,1,0.27999999999999953,-182.60261412760229,-443.16347581426226
700,12.935969750075618,1,0.29999999999999949,-193.35785232528008,-448.63502103149091
700,12.935969750075618,1,0.31999999999999951,-194.71172444965453,-436.71695625490253
700,12.935969750075618,1,0.33999999999999952,-188.21482754575092,-407.0355782213951
700,12.935969750075618,1,0.3599999999999996,-173.02053204393485,-361.52900072668905
700,12.935969750075618,1,0.37999999999999956,-151.19522096798218,-301.41483706535422
700,12.935969750075618,1,0.39999999999999958,-122.82614593014262,-229.77698591951417
700,12.935969750075618,1,0.41999999999999965,-90.193765219808498,-149.24785310511146
700,12.935969750075618,1,0.43999999999999972,-54.254559339663004,-63.493698380474839
700,12.935969750075618,1,0.45999999999999974,-17.107678165077903,23.883681620096397
700,12.935969750075618,1,0.47999999999999982,19.578633530335324,109.24487423576622
700,12.935969750075618,1,0.49999999999999978,54.256918949648927,188.63979741365796
700,12.935969750075618,1,0.5199999999999998,84.861804044142275,259.09409124626166
700,12.935969750075618,1,0.53999999999999981,110.69353689275125,317.04319444133938
700,12.935969750075618,1,0.55999999999999994,129.52635036867844,360.66286345485184
700,12.935969750075618,1,0.57999999999999996,141.70488699429541,387.24922540541962
700,12.935969750075618,1,0.59999999999999998,145.36518866034933,396.51688353067192
800,14.783965428657851,1,0,12.792032496772933,7.3005389257032114
800,14.783965428657851,1,0.019999999999999976,12.327369132604542,7.2278283494161171
800,14.783965428657851,1,0.039999999999999952,10.927691955663422,7.1244554604028218
800,14.783965428657851,1,0.059999999999999915,8.6554549461623935,6.8666898842990589
800,14.783965428657851,1,0.079999999999999877,5.5790647775185738,6.543154447598873
800,14.783965428657851,1,0.099999999999999839,1.8310974423212463,6.0628490237148984
800,14.783965428657851,1,0.1199999999999998,-2.4730531952379748,5.4690092319770436
800,14.783965428657851,1,0.13999999999999974,-7.1445645450856139,4.7282755772768787
800,14.783965428657851,1,0.1599999999999997,-12.024276490967653,3.8452914914175844
800,14.783965428657851,1,0.17999999999999966,-16.893066350555038,2.8742690874231913
800,14.783965428657851,1,0.19999999999999959,-21.563261163676053,1.78324445775216
800,14.783965428657851,1,0.21999999999999953,-25.81747617491909,0.71545300320178673
800,14.783965428657851,1,0.23999999999999949,-29.467222246683139,-0.38559664006980343
800,14.783965428657851,1,0.25999999999999951,-32.333498338019751,-1.3125883976157127
800,14.783965428657851,1,0.27999999999999953,-34.26303821602675,-2.1388098427018671
800,14.783965428657851,1,0.29999999999999949,-35.147226968257691,-2.6316913131925812
800,14.783965428657851,1,0.31999999999999951,-34.905802724102898,-2.8833089495680313
800,14.783965428657851,1,0.33999999999999952,-33.526384019776138,-2.6861300341111898
800,14.783965428657851,1,0.3599999999999996,-31.027438959252795,-2.1490451912699386
800,14.783965428657851,1,0.37999999999999956,-27.505704833766597,-1.1366229263051153
800,14.783965428657851,1,0.39999999999999958,-23.083466743061976,0.22616946683211792
800,14.783965428657851,1,0.41999999999999965,-17.958600321969691,1.9758797524901552
800,14.783965428657851,1,0.43999999999999972,-12.341308615759115,3.9808764489386546
800,14.783965428657851,1,0.45999999999999974,-6.4940989451063391,6.1750925944512494
800,14.783965428657851,1,0.47999999999999982,-0.68399715659260252,8.4404952599373946
800,14.783965428657851,1,0.49999999999999978,4.8141614908627233,10.627327972545674
800,14.783965428657851,1,0.5199999999999998,9.7287855207063778,12.658600368754698
800,14.783965428657851,1,0.53999999999999981,13.8424713087943,14.344701848823881
800,14.783965428657851,1,0.55999999999999994,16.922861033014136,15.677751525478314
800,14.783965428657851,1,0.57999999999999996,18.845676601357361,16.462806768408527
800,14.783965428657851,1,0.59999999999999998,19.47942305732882,16.77160757826244
900,16.63196110724008,1,0,4.1114700943883804,-1.6851028531249466
900,16.63196110724008,1,0.019999999999999976,4.0801334661353144,-1.8665133495662978
900,16.63196110724008,1,0.039999999999999952,4.0179558355026934,-2.3531679886303869
900,16.63196110724008,1,0.059999999999999915,3.887513532714383,-3.093971640628741
900,16.63196110724008,1,0.079999999999999877,3.6960539425832324,-3.9491916945483689
900,16.63196110724008,1,0.099999999999999839,3.3948002091191709,-4.7933869435695158
900,16.63196110724008,1,0.1199999999999998,3.0002823941294015,-5.4520238359621285
900,16.63196110724008,1,0.13999999999999974,2.4640258311430485,-5.7906203422684959
900,16.63196110724008,1,0.1599999999999997,1.8179913860416907,-5.6742906441814851
900,16.63196110724008,1,0.17999999999999966,1.0380970710607273,-5.0268670276248706
900,16.63196110724008,1,0.19999999999999959,0.17280557197313504,-3.818613578026242
900,16.63196110724008,1,0.21999999999999953,-0.75874395127341998,-2.075814711095
900,16.63196110724008,1,0.23999999999999949,-1.7013003604345256,0.098918777218477083
900,16.63196110724008,1,0.25999999999999951,-2.5877584024197633,2.5759803676844006
900,16.63196110724008,1,0.27999999999999953,-3.3736138705783079,5.1446257307754237
900,16.63196110724008,1,0.29999999999999949,-3.9549774042326247,7.6133828929586054
900,16.63196110724008,1,0.31999999999999951,-4.3200225691590548,9.7335928855721665
900,16.63196110724008,1,0.33999999999999952,-4.3552490725496877,11.323968443289974
900,16.63196110724008,1,0.3599999999999996,-4.0945757882058356,12.185758710235026
900,16.63196110724008,1,0.37999999999999956,-3.4494920710239225,12.224585523805782
900,16.63196110724008,1,0.39999999999999958,-2.5015129617809855,11.364836541898519
